-41.296320358	174.774103676	Litter_Bin
-41.296265944	174.773957663	Litter_Bin
-41.295339810	174.771313997	Litter_Bin
-41.320066519	174.775208445	Litter_Bin
-41.306374412	174.778087609	Litter_Bin
-41.304050111	174.779044460	Litter_Bin
-41.303373701	174.779002889	Litter_Bin
-41.301552429	174.779538695	Litter_Bin
-41.307622843	174.777899056	Litter_Bin
-41.314062867	174.775941407	Litter_Bin
-41.277063407	174.778003558	Litter_Bin
-41.301708554	174.779768965	Litter_Bin
-41.292561103	174.782804207	Litter_Bin
-41.292513148	174.782615509	Litter_Bin
-41.295014612	174.783042366	Litter_Bin
-41.295385154	174.766617529	Litter_Bin
-41.296265492	174.770547903	Litter_Bin
-41.293606507	174.761016905	Litter_Bin
-41.295273629	174.766757237	Litter_Bin
-41.297327519	174.773630300	Litter_Bin
-41.281726567	174.778054233	Litter_Bin
-41.280432094	174.776569763	Litter_Bin
-41.280127971	174.776273548	Litter_Bin
-41.265108472	174.781398436	Litter_Bin
-41.318202933	174.794854721	Litter_Bin
-41.318182344	174.795010008	Litter_Bin
-41.318800321	174.794644175	Litter_Bin
-41.318009166	174.795075346	Litter_Bin
-41.319497396	174.794364382	Litter_Bin
-41.317577981	174.795018054	Litter_Bin
-41.292758036	174.783442542	Litter_Bin
-41.292824674	174.783559198	Litter_Bin
-41.289680275	174.776103636	Litter_Bin
-41.289134240	174.775576082	Litter_Bin
-41.288777217	174.775178323	Litter_Bin
-41.286237027	174.774687203	Litter_Bin
-41.287117548	174.774283799	Litter_Bin
-41.286608933	174.774506528	Litter_Bin
-41.286213230	174.774137471	Litter_Bin
-41.279170504	174.776825613	Litter_Bin
-41.283575297	174.776951626	Litter_Bin
-41.283462946	174.777006741	Litter_Bin
-41.283590471	174.776998972	Litter_Bin
-41.283517530	174.776744437	Litter_Bin
-41.283293546	174.776066228	Litter_Bin
-41.283258544	174.776395770	Litter_Bin
-41.283068537	174.775784715	Litter_Bin
-41.332769835	174.828568398	Litter_Bin
-41.331336355	174.830421662	Litter_Bin
-41.331708060	174.830073494	Litter_Bin
-41.342498508	174.822458045	Litter_Bin
-41.342547635	174.822385673	Litter_Bin
-41.342493299	174.822340009	Litter_Bin
-41.342183634	174.822873792	Litter_Bin
-41.324625948	174.820530905	Litter_Bin
-41.324407992	174.820810209	Litter_Bin
-41.324468905	174.821209690	Litter_Bin
-41.224736007	174.806344309	Litter_Bin
-41.302803063	174.765270267	Litter_Bin
-41.302803338	174.765252334	Litter_Bin
-41.302809424	174.765370557	Litter_Bin
-41.296605158	174.785514723	Litter_Bin
-41.279158325	174.778639830	Litter_Bin
-41.279052412	174.778880273	Litter_Bin
-41.279033979	174.778854816	Litter_Bin
-41.278857638	174.778605817	Litter_Bin
-41.280092262	174.779803406	Litter_Bin
-41.280105361	174.779827715	Litter_Bin
-41.280141037	174.779910325	Litter_Bin
-41.284230384	174.775320912	Litter_Bin
-41.284210148	174.775343493	Litter_Bin
-41.284211397	174.775322678	Litter_Bin
-41.290423507	174.780250181	Litter_Bin
-41.291296811	174.782332262	Litter_Bin
-41.291297208	174.782480252	Litter_Bin
-41.291483917	174.782927493	Litter_Bin
-41.291731679	174.783686626	Litter_Bin
-41.291558617	174.783139910	Litter_Bin
-41.291638419	174.783370294	Litter_Bin
-41.291821984	174.783933343	Litter_Bin
-41.291917756	174.784217653	Litter_Bin
-41.291984528	174.784420941	Litter_Bin
-41.292055028	174.784643944	Litter_Bin
-41.292196398	174.784979419	Litter_Bin
-41.292303547	174.785180245	Litter_Bin
-41.290719200	174.780816248	Litter_Bin
-41.290978361	174.781274367	Litter_Bin
-41.291152677	174.781789051	Litter_Bin
-41.321643087	174.813135309	Litter_Bin
-41.170217607	174.826480801	Litter_Bin
-41.170232046	174.826471749	Litter_Bin
-41.170371208	174.826261133	Litter_Bin
-41.170387658	174.826275775	Litter_Bin
-41.295654147	174.782685834	Litter_Bin
-41.294719275	174.783440179	Litter_Bin
-41.294718425	174.783249151	Litter_Bin
-41.295265590	174.782909844	Litter_Bin
-41.294897564	174.783345413	Litter_Bin
-41.299345520	174.780858412	Litter_Bin
-41.291933833	174.783570896	Litter_Bin
-41.292457271	174.783274696	Litter_Bin
-41.287424785	174.775772927	Litter_Bin
-41.287577719	174.776496096	Litter_Bin
-41.287473977	174.776024954	Litter_Bin
-41.305324515	174.763669951	Litter_Bin
-41.305324284	174.763685007	Litter_Bin
-41.305322942	174.763698541	Litter_Bin
-41.305323877	174.763712111	Litter_Bin
-41.305319178	174.763722532	Litter_Bin
-41.305153596	174.764403683	Litter_Bin
-41.305166770	174.764386897	Litter_Bin
-41.304930839	174.765145509	Litter_Bin
-41.305036761	174.765132767	Litter_Bin
-41.304925739	174.765093961	Litter_Bin
-41.296698394	174.782073717	Litter_Bin
-41.157237235	174.832063590	Litter_Bin
-41.157279865	174.832173310	Litter_Bin
-41.157313398	174.832263207	Litter_Bin
-41.157506088	174.832238328	Litter_Bin
-41.157211683	174.831979253	Litter_Bin
-41.157737926	174.832879980	Litter_Bin
-41.312907673	174.784293550	Litter_Bin
-41.313602127	174.780001567	Litter_Bin
-41.312995480	174.784527798	Litter_Bin
-41.293756381	174.781903119	Litter_Bin
-41.293788915	174.783045834	Litter_Bin
-41.293741075	174.782818329	Litter_Bin
-41.293720240	174.782687605	Litter_Bin
-41.293673914	174.782336311	Litter_Bin
-41.293699601	174.782501041	Litter_Bin
-41.294145365	174.783412370	Litter_Bin
-41.293846589	174.782387368	Litter_Bin
-41.293976980	174.782563867	Litter_Bin
-41.293937025	174.782712547	Litter_Bin
-41.293830713	174.782326891	Litter_Bin
-41.293458333	174.781000038	Litter_Bin
-41.293316933	174.781083003	Litter_Bin
-41.293003573	174.780111312	Litter_Bin
-41.292844769	174.779042947	Litter_Bin
-41.292969725	174.779745254	Litter_Bin
-41.292975423	174.779463705	Litter_Bin
-41.292899393	174.779336832	Litter_Bin
-41.292817755	174.778963764	Litter_Bin
-41.292945341	174.779322035	Litter_Bin
