Northing	 Easting	       	 Latitude	 Longitude
       	5428562.9	1748676.9	       	41 16 50.487 S	174 46 31.230 E
       	5428527.0	1748650.8	       	41 16 51.668 S	174 46 30.142 E
       	5428480.9	1748660.5	       	41 16 53.154 S	174 46 30.597 E
       	5428478.8	1748660.1	       	41 16 53.222 S	174 46 30.586 E
       	5428408.4	1748647.9	       	41 16 55.514 S	174 46 30.122 E
       	5428249.9	1748595.9	       	41 17 00.686 S	174 46 28.027 E
       	5428199.3	1748597.9	       	41 17 02.324 S	174 46 28.156 E
       	5428197.8	1748597.1	       	41 17 02.373 S	174 46 28.126 E
       	5428080.7	1748560.6	       	41 17 06.193 S	174 46 26.657 E
       	5427782.6	1748429.8	       	41 17 15.941 S	174 46 21.298 E
       	5427684.2	1748375.9	       	41 17 19.168 S	174 46 19.068 E
       	5428865.3	1749119.7	       	41 16 40.392 S	174 46 49.992 E
       	5429039.8	1749213.5	       	41 16 34.673 S	174 46 53.866 E
       	5429078.2	1749232.9	       	41 16 33.416 S	174 46 54.666 E
       	5429262.5	1749368.1	       	41 16 27.353 S	174 47 00.313 E
       	5429450.2	1749280.2	       	41 16 21.326 S	174 46 56.370 E
       	5429568.9	1749237.2	       	41 16 17.508 S	174 46 54.418 E
       	5429584.5	1749250.8	       	41 16 16.993 S	174 46 54.990 E
       	5429752.6	1749172.7	       	41 16 11.597 S	174 46 51.485 E
       	5429972.7	1749211.4	       	41 16 04.438 S	174 46 52.953 E
       	5428779.8	1748160.5	       	41 16 43.798 S	174 46 08.855 E
       	5427284.0	1749210.8	       	41 17 31.583 S	174 46 55.299 E
       	5427184.1	1749152.5	       	41 17 34.862 S	174 46 52.882 E
       	5427123.9	1749139.5	       	41 17 36.820 S	174 46 52.377 E
       	5427108.0	1749131.7	       	41 17 37.343 S	174 46 52.057 E
       	5427091.8	1749106.9	       	41 17 37.882 S	174 46 51.006 E
       	5426842.6	1748995.7	       	41 17 46.035 S	174 46 46.443 E
       	5426659.8	1748911.3	       	41 17 52.015 S	174 46 42.980 E
       	5427976.8	1748853.0	       	41 17 09.367 S	174 46 39.312 E
       	5427903.7	1748809.4	       	41 17 11.765 S	174 46 37.505 E
       	5427901.3	1748808.3	       	41 17 11.843 S	174 46 37.460 E
       	5427795.1	1748770.3	       	41 17 15.312 S	174 46 35.920 E
       	5427773.8	1748763.2	       	41 17 16.007 S	174 46 35.635 E
       	5427765.0	1748743.8	       	41 17 16.303 S	174 46 34.809 E
       	5427708.3	1748717.5	       	41 17 18.161 S	174 46 33.726 E
       	5427521.5	1748695.2	       	41 17 24.229 S	174 46 32.934 E
       	5427519.9	1748689.0	       	41 17 24.284 S	174 46 32.668 E
       	5427493.0	1748692.4	       	41 17 25.155 S	174 46 32.838 E
       	5427477.3	1748677.8	       	41 17 25.672 S	174 46 32.225 E
       	5427453.2	1748689.3	       	41 17 26.447 S	174 46 32.741 E
       	5427430.7	1748682.1	       	41 17 27.180 S	174 46 32.448 E
       	5427390.4	1748659.7	       	41 17 28.503 S	174 46 31.521 E
       	5427317.0	1748606.2	       	41 17 30.915 S	174 46 29.288 E
       	5426937.2	1748387.6	       	41 17 43.371 S	174 46 20.225 E
       	5427276.4	1748590.0	       	41 17 32.242 S	174 46 28.628 E
       	5427244.1	1748575.0	       	41 17 33.300 S	174 46 28.013 E
       	5426737.5	1749212.3	       	41 17 49.297 S	174 46 55.848 E
       	5426730.5	1749185.4	       	41 17 49.541 S	174 46 54.696 E
       	5426826.0	1748981.4	       	41 17 46.580 S	174 46 45.847 E
       	5426853.8	1748953.9	       	41 17 45.700 S	174 46 44.640 E
       	5426924.0	1748759.3	       	41 17 43.554 S	174 46 36.212 E
       	5426953.9	1748724.7	       	41 17 42.607 S	174 46 34.700 E
       	5426960.6	1748673.3	       	41 17 42.423 S	174 46 32.484 E
       	5426985.0	1748653.0	       	41 17 41.645 S	174 46 31.590 E
       	5426985.7	1748626.3	       	41 17 41.640 S	174 46 30.443 E
       	5426999.2	1748620.9	       	41 17 41.208 S	174 46 30.198 E
       	5427002.4	1748614.8	       	41 17 41.106 S	174 46 29.935 E
       	5427006.6	1748603.4	       	41 17 40.980 S	174 46 29.440 E
       	5427064.7	1748476.1	       	41 17 39.181 S	174 46 23.921 E
       	5427250.9	1749286.6	       	41 17 32.606 S	174 46 58.587 E
       	5427292.5	1749193.0	       	41 17 31.321 S	174 46 54.526 E
       	5427384.4	1749051.6	       	41 17 28.436 S	174 46 48.372 E
       	5427366.9	1749029.7	       	41 17 29.018 S	174 46 47.445 E
       	5427452.0	1748953.5	       	41 17 26.311 S	174 46 44.095 E
       	5427501.6	1748890.9	       	41 17 24.744 S	174 46 41.359 E
       	5427502.8	1748888.6	       	41 17 24.705 S	174 46 41.260 E
       	5427507.8	1748852.4	       	41 17 24.570 S	174 46 39.700 E
       	5427531.3	1748871.5	       	41 17 23.793 S	174 46 40.500 E
       	5427557.7	1748828.6	       	41 17 22.967 S	174 46 38.633 E
       	5427571.4	1748786.9	       	41 17 22.552 S	174 46 36.828 E
       	5427614.1	1748768.5	       	41 17 21.180 S	174 46 36.002 E
       	5427623.3	1748735.6	       	41 17 20.902 S	174 46 34.581 E
       	5428339.9	1748920.5	       	41 16 57.552 S	174 46 41.895 E
       	5428380.2	1748870.6	       	41 16 56.279 S	174 46 39.716 E
       	5428365.2	1748863.9	       	41 16 56.772 S	174 46 39.440 E
       	5428388.1	1748853.9	       	41 16 56.036 S	174 46 38.991 E
       	5428373.6	1748846.1	       	41 16 56.509 S	174 46 38.668 E
       	5428406.9	1748806.7	       	41 16 55.457 S	174 46 36.944 E
       	5428403.8	1748779.2	       	41 16 55.574 S	174 46 35.768 E
       	5428416.0	1748753.6	       	41 16 55.198 S	174 46 34.657 E
       	5428430.0	1748757.1	       	41 16 54.742 S	174 46 34.795 E
       	5428600.2	1749077.1	       	41 16 49.014 S	174 46 48.394 E
       	5428445.2	1749004.9	       	41 16 54.083 S	174 46 45.427 E
       	5426724.3	1748343.3	       	41 17 50.300 S	174 46 18.510 E
       	5428687.8	1749040.7	       	41 16 46.198 S	174 46 46.755 E
       	5428691.5	1749042.8	       	41 16 46.076 S	174 46 46.841 E
       	5428699.2	1749067.2	       	41 16 45.810 S	174 46 47.881 E
       	5428696.1	1749069.9	       	41 16 45.910 S	174 46 48.000 E
       	5428682.0	1749088.0	       	41 16 46.352 S	174 46 48.788 E
       	5428680.4	1749091.7	       	41 16 46.403 S	174 46 48.950 E
       	5428672.0	1749111.4	       	41 16 46.662 S	174 46 49.803 E
       	5428642.5	1749103.0	       	41 16 47.623 S	174 46 49.470 E
       	5428641.6	1749100.3	       	41 16 47.654 S	174 46 49.355 E
       	5428518.5	1748943.0	       	41 16 51.749 S	174 46 42.704 E
       	5428438.9	1748964.1	       	41 16 54.316 S	174 46 43.681 E
       	5427880.6	1748816.3	       	41 17 12.509 S	174 46 37.820 E
       	5427899.4	1748800.5	       	41 17 11.911 S	174 46 37.125 E
       	5427922.2	1748750.4	       	41 17 11.206 S	174 46 34.953 E
       	5427913.5	1748742.5	       	41 17 11.492 S	174 46 34.623 E
       	5427899.8	1748723.6	       	41 17 11.949 S	174 46 33.823 E
       	5427847.4	1748696.9	       	41 17 13.665 S	174 46 32.718 E
       	5427838.5	1748708.4	       	41 17 13.946 S	174 46 33.223 E
       	5427788.1	1748686.6	       	41 17 15.594 S	174 46 32.328 E
       	5427777.9	1748682.4	       	41 17 15.926 S	174 46 32.158 E
       	5427777.5	1748666.9	       	41 17 15.950 S	174 46 31.491 E
       	5427757.9	1748660.1	       	41 17 16.589 S	174 46 31.216 E
       	5427744.3	1748667.0	       	41 17 17.026 S	174 46 31.525 E
       	5427701.3	1748631.2	       	41 17 18.445 S	174 46 30.024 E
       	5427690.6	1748644.2	       	41 17 18.781 S	174 46 30.593 E
       	5427642.7	1748622.7	       	41 17 20.348 S	174 46 29.709 E
       	5427617.2	1748594.4	       	41 17 21.193 S	174 46 28.517 E
       	5427594.2	1748604.4	       	41 17 21.932 S	174 46 28.966 E
       	5427588.0	1748599.1	       	41 17 22.139 S	174 46 28.745 E
       	5427562.4	1748584.1	       	41 17 22.978 S	174 46 28.125 E
       	5427506.3	1748561.8	       	41 17 24.812 S	174 46 27.214 E
       	5427458.0	1748541.4	       	41 17 26.390 S	174 46 26.380 E
       	5427423.2	1748522.3	       	41 17 27.529 S	174 46 25.590 E
       	5427380.0	1748487.6	       	41 17 28.952 S	174 46 24.134 E
       	5427317.6	1748473.4	       	41 17 30.986 S	174 46 23.579 E
       	5427298.0	1748445.2	       	41 17 31.639 S	174 46 22.385 E
       	5427171.4	1748393.0	       	41 17 35.776 S	174 46 20.252 E
       	5427073.0	1748349.2	       	41 17 38.997 S	174 46 18.457 E
       	5428406.0	1748707.3	       	41 16 55.553 S	174 46 32.674 E
       	5427162.1	1748918.6	       	41 17 35.731 S	174 46 42.850 E
