	-41.296320358	174.774103676
       	-41.296265944	174.773957663
       	-41.295339810	174.771313997
       	-41.320066519	174.775208445
       	-41.306374412	174.778087609
       	-41.304050111	174.779044460
       	-41.303373701	174.779002889
       	-41.301552429	174.779538695
       	-41.307622843	174.777899056
       	-41.314062867	174.775941407
       	-41.277063407	174.778003558
       	-41.301708554	174.779768965
       	-41.292561103	174.782804207
       	-41.292513148	174.782615509
       	-41.295014612	174.783042366
       	-41.295385154	174.766617529
       	-41.296265492	174.770547903
       	-41.293606507	174.761016905
       	-41.295273629	174.766757237
       	-41.297327519	174.773630300
       	-41.281726567	174.778054233
       	-41.280432094	174.776569763
       	-41.280127971	174.776273548
       	-41.265108472	174.781398436
       	-41.318202933	174.794854721
       	-41.318182344	174.795010008
       	-41.318800321	174.794644175
       	-41.318009166	174.795075346
       	-41.319497396	174.794364382
       	-41.317577981	174.795018054
       	-41.292758036	174.783442542
       	-41.292824674	174.783559198
       	-41.289680275	174.776103636
       	-41.289134240	174.775576082
       	-41.288777217	174.775178323
       	-41.286237027	174.774687203
       	-41.287117548	174.774283799
       	-41.286608933	174.774506528
       	-41.286213230	174.774137471
       	-41.279170504	174.776825613
       	-41.283575297	174.776951626
       	-41.283462946	174.777006741
       	-41.283590471	174.776998972
       	-41.283517530	174.776744437
       	-41.283293546	174.776066228
       	-41.283258544	174.776395770
       	-41.283068537	174.775784715
       	-41.332769835	174.828568398
       	-41.331336355	174.830421662
       	-41.331708060	174.830073494
       	-41.342498508	174.822458045
       	-41.342547635	174.822385673
       	-41.342493299	174.822340009
       	-41.342183634	174.822873792
       	-41.324625948	174.820530905
       	-41.324407992	174.820810209
       	-41.324468905	174.821209690
       	-41.224736007	174.806344309
       	-41.302803063	174.765270267
       	-41.302803338	174.765252334
       	-41.302809424	174.765370557
       	-41.296605158	174.785514723
       	-41.279158325	174.778639830
       	-41.279052412	174.778880273
       	-41.279033979	174.778854816
       	-41.278857638	174.778605817
       	-41.280092262	174.779803406
       	-41.280105361	174.779827715
       	-41.280141037	174.779910325
       	-41.284230384	174.775320912
       	-41.284210148	174.775343493
       	-41.284211397	174.775322678
       	-41.290423507	174.780250181
       	-41.291296811	174.782332262
       	-41.291297208	174.782480252
       	-41.291483917	174.782927493
       	-41.291731679	174.783686626
       	-41.291558617	174.783139910
       	-41.291638419	174.783370294
       	-41.291821984	174.783933343
       	-41.291917756	174.784217653
       	-41.291984528	174.784420941
       	-41.292055028	174.784643944
       	-41.292196398	174.784979419
       	-41.292303547	174.785180245
       	-41.290719200	174.780816248
       	-41.290978361	174.781274367
       	-41.291152677	174.781789051
       	-41.321643087	174.813135309
       	-41.170217607	174.826480801
       	-41.170232046	174.826471749
       	-41.170371208	174.826261133
       	-41.170387658	174.826275775
       	-41.295654147	174.782685834
       	-41.294719275	174.783440179
       	-41.294718425	174.783249151
       	-41.295265590	174.782909844
       	-41.294897564	174.783345413
       	-41.299345520	174.780858412
       	-41.291933833	174.783570896
       	-41.292457271	174.783274696
       	-41.287424785	174.775772927
       	-41.287577719	174.776496096
       	-41.287473977	174.776024954
       	-41.305324515	174.763669951
       	-41.305324284	174.763685007
       	-41.305322942	174.763698541
       	-41.305323877	174.763712111
       	-41.305319178	174.763722532
       	-41.305153596	174.764403683
       	-41.305166770	174.764386897
       	-41.304930839	174.765145509
       	-41.305036761	174.765132767
       	-41.304925739	174.765093961
       	-41.296698394	174.782073717
       	-41.157237235	174.832063590
       	-41.157279865	174.832173310
       	-41.157313398	174.832263207
       	-41.157506088	174.832238328
       	-41.157211683	174.831979253
       	-41.157737926	174.832879980
       	-41.312907673	174.784293550
       	-41.313602127	174.780001567
       	-41.312995480	174.784527798
       	-41.293756381	174.781903119
       	-41.293788915	174.783045834
       	-41.293741075	174.782818329
       	-41.293720240	174.782687605
       	-41.293673914	174.782336311
       	-41.293699601	174.782501041
       	-41.294145365	174.783412370
       	-41.293846589	174.782387368
       	-41.293976980	174.782563867
       	-41.293937025	174.782712547
       	-41.293830713	174.782326891
       	-41.293458333	174.781000038
       	-41.293316933	174.781083003
       	-41.293003573	174.780111312
       	-41.292844769	174.779042947
       	-41.292969725	174.779745254
       	-41.292975423	174.779463705
       	-41.292899393	174.779336832
       	-41.292817755	174.778963764
       	-41.292945341	174.779322035
       	-41.292882237	174.779489699
       	-41.315995724	174.790927391
       	-41.297625800	174.773235807
       	-41.297617658	174.773377786
       	-41.297413606	174.773460376
       	-41.293825857	174.775345922
       	-41.290767435	174.777049139
       	-41.290418147	174.777213001
       	-41.294980781	174.774690687
       	-41.295555242	174.774376417
       	-41.296098470	174.774076450
       	-41.296198525	174.774172666
       	-41.291518623	174.776791033
       	-41.292041362	174.776379291
       	-41.292075477	174.776457234
       	-41.293201906	174.775702807
       	-41.293234030	174.775807079
       	-41.290303785	174.777506124
       	-41.290241552	174.777303376
       	-41.290467185	174.777422163
       	-41.290834537	174.777210278
       	-41.290657775	174.777312942
       	-41.290585836	174.777121097
       	-41.291838428	174.776522463
       	-41.291498266	174.776688912
       	-41.292243860	174.776271520
       	-41.292405789	174.776241711
       	-41.292661472	174.776080162
       	-41.293041380	174.775801882
       	-41.293136175	174.775765745
       	-41.293366824	174.775758109
       	-41.294157981	174.775319478
       	-41.294977271	174.774855389
       	-41.295148532	174.774768621
       	-41.295290093	174.774687484
       	-41.295649900	174.774495103
       	-41.286405743	174.776360922
       	-41.285715338	174.776732605
       	-41.284866704	174.777143343
       	-41.284553728	174.777382645
       	-41.284795477	174.777184195
       	-41.319235841	174.784271614
       	-41.319296774	174.784078760
       	-41.312114633	174.782064460
       	-41.306920588	174.825801054
       	-41.305749339	174.826141814
       	-41.329234704	174.773782391
       	-41.292050755	174.777845250
       	-41.292113433	174.778045986
       	-41.291931566	174.777572938
       	-41.291916690	174.777319084
       	-41.292188335	174.778140014
       	-41.291445720	174.775287452
       	-41.291474994	174.775603299
       	-41.290931304	174.773846151
       	-41.291867131	174.776829040
       	-41.286184778	174.775429071
       	-41.302153944	174.779358463
       	-41.305172941	174.778434794
       	-41.305034602	174.778445738
       	-41.163707709	174.831024354
       	-41.322563200	174.830844977
       	-41.322761557	174.830886205
       	-41.322596103	174.830974328
       	-41.322865048	174.831311850
       	-41.322674274	174.831427802
       	-41.295306397	174.775629740
       	-41.295234068	174.775370885
       	-41.295102683	174.775438941
       	-41.292246611	174.777924756
       	-41.299720367	174.781487355
       	-41.311872599	174.779365967
       	-41.284906612	174.738533616
       	-41.284716183	174.737786952
       	-41.305810271	174.799070446
       	-41.291368521	174.803841777
       	-41.292195148	174.802686375
       	-41.294664019	174.803715392
       	-41.295186462	174.804656945
       	-41.295389461	174.805003094
       	-41.297958061	174.805202311
       	-41.300323132	174.805132029
       	-41.305689539	174.800040797
       	-41.288928053	174.803855087
       	-41.288917978	174.803983173
       	-41.305348996	174.800363117
       	-41.305869091	174.799264658
       	-41.304984993	174.800352233
       	-41.304380931	174.802432708
       	-41.249376303	174.791652210
       	-41.285373980	174.773634795
       	-41.322572813	174.831339341
       	-41.283195962	174.756892273
       	-41.281539219	174.775852393
       	-41.281649094	174.775862103
       	-41.283962267	174.776729920
       	-41.282865345	174.777369200
       	-41.283032596	174.777251893
       	-41.281589928	174.777881623
       	-41.281640677	174.778045310
       	-41.285239706	174.775782444
       	-41.285448992	174.775792889
       	-41.285241450	174.775806302
       	-41.285247100	174.776002272
       	-41.284568178	174.776381741
       	-41.284110974	174.776434923
       	-41.283954281	174.776517080
       	-41.283384269	174.776825006
       	-41.282968583	174.777068495
       	-41.282798471	174.777154709
       	-41.278323208	174.780233568
       	-41.246444303	174.790677783
       	-41.246579146	174.791085905
       	-41.246730160	174.790886919
       	-41.247395657	174.791845830
       	-41.246951721	174.791425694
       	-41.293539896	174.774782117
       	-41.293415896	174.774809923
       	-41.293456602	174.774696157
       	-41.293393393	174.774614303
       	-41.293249226	174.774882873
       	-41.293169082	174.774853986
       	-41.292513982	174.773031065
       	-41.293198853	174.775661390
       	-41.293286238	174.775607857
       	-41.292784902	174.774428441
       	-41.293104060	174.774799330
       	-41.293633433	174.776643331
       	-41.293869625	174.777833645
       	-41.292757820	174.773631923
       	-41.292867790	174.774691194
       	-41.293193769	174.775241110
       	-41.284558964	174.776160704
       	-41.284522529	174.775567363
       	-41.284692521	174.776062649
       	-41.284529087	174.775578327
       	-41.284542137	174.775639735
       	-41.284595528	174.775765200
       	-41.284506309	174.775901743
       	-41.284380907	174.775589022
       	-41.284538592	174.775606119
       	-41.284493165	174.775887414
       	-41.284389177	174.775633193
       	-41.284590424	174.775729035
       	-41.284520664	174.775549798
       	-41.291934134	174.779359248
       	-41.207132253	174.805153427
       	-41.307293023	174.776612239
       	-41.288050176	174.777464274
       	-41.223586080	174.807145352
       	-41.291342763	174.794532468
       	-41.325414777	174.834675289
       	-41.321435768	174.813491654
       	-41.271626331	174.780227653
       	-41.340567856	174.771183530
       	-41.292413293	174.778453552
       	-41.284794544	174.777462273
       	-41.224824466	174.807206715
       	-41.225273205	174.807130073
       	-41.224466154	174.807263631
       	-41.222422733	174.807413415
       	-41.223204791	174.807406459
       	-41.223513967	174.807413193
       	-41.223857141	174.807438675
       	-41.224144869	174.807484002
       	-41.224789126	174.807517778
       	-41.224133927	174.807238805
       	-41.223836790	174.807193220
       	-41.226682979	174.807382872
       	-41.225589915	174.807071350
       	-41.282827133	174.776697900
       	-41.283082360	174.778033056
       	-41.283251077	174.777929083
       	-41.282720766	174.776389995
       	-41.298051958	174.832425415
       	-41.312552952	174.829560003
       	-41.305999770	174.831579105
       	-41.304336712	174.831389895
       	-41.284346742	174.738431400
       	-41.284703698	174.738435528
       	-41.284799779	174.738484430
       	-41.284431269	174.738132367
       	-41.284479931	174.737937561
       	-41.284898512	174.737199927
       	-41.281529410	174.749684969
       	-41.282270009	174.745987936
       	-41.282426634	174.745945763
       	-41.282520351	174.744908974
       	-41.282415316	174.745273402
       	-41.277839280	174.777917669
       	-41.277676562	174.777831256
       	-41.288895741	174.767964445
       	-41.288725936	174.767813668
       	-41.288348979	174.768017428
       	-41.288107587	174.768149968
       	-41.288171454	174.768369195
       	-41.295834628	174.783119343
       	-41.296938164	174.782531377
       	-41.295668379	174.783235177
       	-41.295099033	174.783302734
       	-41.299525066	174.781073705
       	-41.252055801	174.773244050
       	-41.247432922	174.775077360
       	-41.295422023	174.776126422
       	-41.295391972	174.775867157
       	-41.284957497	174.775471273
       	-41.286297423	174.776232647
       	-41.283898689	174.775285039
       	-41.280816369	174.775714297
       	-41.286429809	174.776160062
       	-41.286204926	174.776082854
       	-41.286124120	174.776042499
       	-41.285787109	174.775879409
       	-41.284988873	174.775488360
       	-41.284436260	174.775342823
       	-41.285129975	174.775684955
       	-41.282573709	174.775579150
       	-41.282817301	174.775466172
       	-41.283204916	174.775296442
       	-41.282230492	174.775799590
       	-41.281356831	174.775825007
       	-41.281224479	174.775791125
       	-41.281245611	174.775792820
       	-41.280071220	174.775877434
       	-41.280082187	174.775868166
       	-41.279636768	174.776559155
       	-41.278569111	174.778437553
       	-41.278561978	174.778464098
       	-41.277945053	174.779774367
       	-41.278644064	174.777875344
       	-41.282869008	174.775802977
       	-41.282887203	174.775788305
       	-41.279191412	174.777261617
       	-41.279182675	174.777328722
       	-41.279197803	174.777300966
       	-41.279209648	174.777275281
       	-41.279224217	174.777284345
       	-41.279753258	174.776893426
       	-41.283226594	174.775638744
       	-41.279518439	174.777332222
       	-41.282619766	174.775940875
       	-41.282330354	174.776105583
       	-41.279942491	174.776504973
       	-41.281073283	174.776094425
       	-41.281119785	174.776106738
       	-41.281513635	174.776194791
       	-41.289766035	174.776202837
       	-41.290087726	174.776121282
       	-41.319918255	174.775464397
       	-41.330434514	174.793258763
       	-41.330103322	174.793733679
       	-41.329459695	174.795020876
       	-41.329516807	174.794894000
       	-41.328783560	174.804509409
       	-41.328702682	174.804178938
       	-41.328584426	174.804088263
       	-41.328186478	174.799983382
       	-41.328601848	174.797284106
       	-41.329301904	174.795309106
       	-41.329682457	174.794015500
       	-41.330864641	174.792708183
       	-41.331099675	174.792338210
       	-41.328366980	174.802943493
       	-41.328233103	174.802219108
       	-41.328247873	174.799342093
       	-41.328300054	174.798713813
       	-41.328358761	174.798141013
       	-41.328866643	174.796531621
       	-41.329336990	174.795301151
       	-41.329603117	174.794705490
       	-41.329864964	174.794168576
       	-41.331361111	174.791956470
       	-41.328084490	174.801473692
       	-41.290636793	174.772862496
       	-41.287732810	174.802425237
       	-41.287792572	174.802230899
       	-41.170299917	174.825023124
       	-41.170925711	174.824992477
       	-41.170642294	174.825014863
       	-41.170565785	174.824793847
       	-41.169076505	174.825176048
       	-41.168652066	174.825187400
       	-41.168649800	174.824906168
       	-41.169071104	174.824880491
       	-41.169511084	174.824864229
       	-41.170077417	174.824808766
       	-41.170259353	174.824783563
       	-41.169573747	174.825195191
       	-41.294285334	174.784775349
       	-41.294296519	174.785024640
       	-41.294819732	174.786362456
       	-41.293969419	174.784201400
       	-41.321347986	174.801767144
       	-41.319267049	174.784335620
       	-41.319264537	174.784354727
       	-41.319273638	174.784341690
       	-41.319268893	174.784360760
       	-41.319393855	174.784307562
       	-41.287219946	174.776902495
       	-41.292105024	174.778177859
       	-41.290214233	174.775505393
       	-41.289996957	174.775477571
       	-41.289843615	174.775202211
       	-41.289616338	174.775157503
       	-41.289606868	174.774991510
       	-41.289231476	174.774808007
       	-41.291038206	174.776708600
       	-41.290925535	174.776428408
       	-41.291066952	174.776602499
       	-41.290698484	174.776233078
       	-41.290713137	174.776254284
       	-41.290830441	174.776419207
       	-41.290929624	174.776552944
       	-41.291672764	174.777731181
       	-41.292024965	174.778314100
       	-41.291441358	174.777023484
       	-41.291555828	174.777227728
       	-41.291448660	174.777043004
       	-41.292292664	174.778757925
       	-41.292261654	174.778744376
       	-41.290653417	174.776009910
       	-41.290611686	174.775894801
       	-41.290753770	174.776147458
       	-41.290770086	174.776177090
       	-41.291660133	174.777407340
       	-41.291674391	174.777430331
       	-41.291924243	174.777698509
       	-41.291907537	174.777801868
       	-41.291546754	174.777526168
       	-41.291474409	174.777407643
       	-41.312818023	174.829412503
       	-41.312933432	174.828974483
       	-41.319371959	174.829849542
       	-41.320206580	174.831397934
       	-41.318616613	174.828938378
       	-41.319325331	174.829737651
       	-41.319608264	174.830294934
       	-41.320531171	174.831703115
       	-41.314536253	174.827663213
       	-41.313154317	174.828470125
       	-41.294506825	174.776169557
       	-41.294912425	174.775952384
       	-41.290089246	174.779075091
       	-41.290772491	174.779674875
       	-41.296638950	174.833886273
       	-41.296825077	174.833007103
       	-41.297851964	174.832444777
       	-41.297597126	174.832530362
